# Force and moment coefficients
# dragDir               : (9.9902800828979665e-01 4.4079912120170803e-02 0.0000000000000000e+00)
# sideDir               : (0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00)
# liftDir               : (-4.4079912120170803e-02 9.9902800828979665e-01 0.0000000000000000e+00)
# rollAxis              : (9.9902800828979665e-01 4.4079912120170803e-02 0.0000000000000000e+00)
# pitchAxis             : (0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00)
# yawAxis               : (-4.4079912120170803e-02 9.9902800828979665e-01 0.0000000000000000e+00)
# magUInf               : 2.4800000000000000e+02
# lRef                  : 1.0000000000000000e+00
# Aref                  : 1.0000000000000000e-02
# CofR                  : (2.5000000000000000e-01 0.0000000000000000e+00 0.0000000000000000e+00)
#
# Time                  	Cd                      	Cd(f)                   	Cd(r)                   	Cl                      	Cl(f)                   	Cl(r)                   	CmPitch                 	CmRoll                  	CmYaw                   	Cs                      	Cs(f)                   	Cs(r)                   
11                      	3.0493484094498063e-01	1.5135317223654479e-01	1.5358166870843581e-01	2.2284964718910880e-01	3.3442520895957173e-02	1.8940712629315160e-01	-7.7982302698597211e-02	-1.1142482359455129e-03	1.5246742047246317e-03	-1.0853987500163891e-15	1.5246742047240890e-03	-1.5246742047251745e-03
12                      	3.0379641646457883e-01	1.5077084066449753e-01	1.5302557580008130e-01	2.2547351355838280e-01	3.3532626278947313e-02	1.9194088727943548e-01	-7.9204130500244094e-02	-1.1273675677918851e-03	1.5189820823227019e-03	-9.4715808990306077e-16	1.5189820823222283e-03	-1.5189820823231755e-03
13                      	3.0005608123547800e-01	1.4889343419574824e-01	1.5116264703972973e-01	2.2692128439815504e-01	3.3731532214467640e-02	1.9318975218368739e-01	-7.9729109984609872e-02	-1.1346064219907479e-03	1.5002804061774464e-03	-4.0090745999832703e-16	1.5002804061772460e-03	-1.5002804061776467e-03
14                      	2.9609276686869951e-01	1.4691020397262031e-01	1.4918256289607920e-01	2.2723589234589148e-01	3.4022210214845347e-02	1.9321368213104612e-01	-7.9595735958100391e-02	-1.1361794617294489e-03	1.4804638343437681e-03	1.1041573320690334e-16	1.4804638343438234e-03	-1.4804638343437130e-03
15                      	2.9113515258314715e-01	1.4443359309155257e-01	1.4670155949159452e-01	2.2679664000419830e-01	3.4107234997439784e-02	1.9268940500675852e-01	-7.9291085004659381e-02	-1.1339832000209799e-03	1.4556757629161088e-03	3.6785076443931436e-16	1.4556757629162927e-03	-1.4556757629159249e-03
16                      	2.8617449657736216e-01	1.4195541348194274e-01	1.4421908309541945e-01	2.2636696134767229e-01	3.4120274405183261e-02	1.9224668694248903e-01	-7.9063206268652889e-02	-1.1318348067383467e-03	1.4308724828871969e-03	4.3339657763932825e-16	1.4308724828874136e-03	-1.4308724828869801e-03
17                      	2.8141221734356464e-01	1.3957462721014952e-01	1.4183759013341515e-01	2.2629629232656873e-01	3.4185399880876557e-02	1.9211089244569216e-01	-7.8962746282407806e-02	-1.1314814616328235e-03	1.4070610867181999e-03	4.3488485161086323e-16	1.4070610867184174e-03	-1.4070610867179824e-03
18                      	2.7768029680606321e-01	1.3770708407059584e-01	1.3997321273546737e-01	2.2661286648715279e-01	3.4401975051974058e-02	1.9221089143517875e-01	-7.8904458191602342e-02	-1.1330643324357463e-03	1.3884014840306869e-03	4.4178722211818480e-16	1.3884014840309078e-03	-1.3884014840304661e-03
19                      	2.7431845619135686e-01	1.3602487021515636e-01	1.3829358597620048e-01	2.2687157610441580e-01	3.4539987561990192e-02	1.9233158854242560e-01	-7.8895800490217702e-02	-1.1343578805220727e-03	1.3715922809571617e-03	4.6438203871865214e-16	1.3715922809573937e-03	-1.3715922809569294e-03
20                      	2.7111692260833931e-01	1.3442392351946264e-01	1.3669299908887669e-01	2.2690755694140985e-01	3.4535779508570549e-02	1.9237177743283931e-01	-7.8917998962134375e-02	-1.1345377847070304e-03	1.3555846130420819e-03	4.9248597691209547e-16	1.3555846130423280e-03	-1.3555846130418356e-03
21                      	2.6807621205334742e-01	1.3290379355194426e-01	1.3517241850140316e-01	2.2686249494589242e-01	3.4512842568588352e-02	1.9234965237730406e-01	-7.8918404904357864e-02	-1.1343124747294443e-03	1.3403810602671280e-03	5.1646556333225210e-16	1.3403810602673862e-03	-1.3403810602668699e-03
22                      	2.6508116998452491e-01	1.3140642321240356e-01	1.3367474677212138e-01	2.2683235597178736e-01	3.4542592039302045e-02	1.9228976393248531e-01	-7.8873585946591634e-02	-1.1341617798589206e-03	1.3254058499230174e-03	5.3344717942251687e-16	1.3254058499232841e-03	-1.3254058499227507e-03
23                      	2.6203597112740373e-01	1.2988385862316543e-01	1.3215211250423831e-01	2.2682538810729028e-01	3.4636807645601335e-02	1.9218858046168896e-01	-7.8775886408043810e-02	-1.1341269405364366e-03	1.3101798556374149e-03	5.4501698094734087e-16	1.3101798556376875e-03	-1.3101798556371426e-03
24                      	2.5891536367171347e-01	1.2832366080997568e-01	1.3059170286173780e-01	2.2680420517621469e-01	3.4769462873468875e-02	1.9203474230274581e-01	-7.8632639714638464e-02	-1.1340210258810530e-03	1.2945768183589635e-03	5.5223726274253694e-16	1.2945768183592395e-03	-1.2945768183586872e-03
25                      	2.5574750481589748e-01	1.2674012561620074e-01	1.2900737919969676e-01	2.2672535834960525e-01	3.4914328423638757e-02	1.9181102992596649e-01	-7.8448350751163867e-02	-1.1336267917480181e-03	1.2787375240798818e-03	5.5689868897919878e-16	1.2787375240801602e-03	-1.2787375240796033e-03
26                      	2.5257680157732509e-01	1.2515572905359662e-01	1.2742107252372845e-01	2.2653434701318445e-01	3.5045529926812702e-02	1.9148881708637175e-01	-7.8221643579779523e-02	-1.1326717350659120e-03	1.2628840078870165e-03	5.5794893365549261e-16	1.2628840078872956e-03	-1.2628840078867374e-03
27                      	2.4942095387562804e-01	1.2357942189837896e-01	1.2584153197724907e-01	2.2621100788701251e-01	3.5146346320898671e-02	1.9106466156611382e-01	-7.7959157622607578e-02	-1.1310550394350563e-03	1.2471047693785272e-03	5.5731255663975419e-16	1.2471047693788059e-03	-1.2471047693782486e-03
28                      	2.4626145321261766e-01	1.2200187096203126e-01	1.2425958225058642e-01	2.2577112885551867e-01	3.5224314945570802e-02	1.9054681390994788e-01	-7.7661249482188527e-02	-1.1288556442775820e-03	1.2313072660634688e-03	5.5567201044236228e-16	1.2313072660637466e-03	-1.2313072660631911e-03
29                      	2.4305052277308606e-01	1.2039884969025666e-01	1.2265167308282940e-01	2.2528233925727617e-01	3.5309533797743903e-02	1.8997280545953230e-01	-7.7331635830894183e-02	-1.1264116962863618e-03	1.2152526138658115e-03	5.5386755695380051e-16	1.2152526138660886e-03	-1.2152526138655348e-03
30                      	2.3973534860914694e-01	1.1874379674945554e-01	1.2099155185969140e-01	2.2477551102358875e-01	3.5424126597008061e-02	1.8935138442658070e-01	-7.6963628914786322e-02	-1.1238775551179313e-03	1.1986767430461119e-03	5.5227026073887271e-16	1.1986767430463880e-03	-1.1986767430458357e-03
31                      	2.3628664583523579e-01	1.1702197551764548e-01	1.1926467031759029e-01	2.2426947999448391e-01	3.5584644393572853e-02	1.8868483560091104e-01	-7.6550095603669099e-02	-1.1213473999723998e-03	1.1814332291765514e-03	5.5096773066595822e-16	1.1814332291768268e-03	-1.1814332291762758e-03
32                      	2.3268101589991952e-01	1.1522159170423660e-01	1.1745942419568295e-01	2.2378324914463796e-01	3.5783295194143083e-02	1.8799995395049487e-01	-7.6108329378175896e-02	-1.1189162457231703e-03	1.1634050794999682e-03	5.5035731343862696e-16	1.1634050795002434e-03	-1.1634050794996930e-03
33                      	2.2891226080757954e-01	1.1333946317517311e-01	1.1557279763240644e-01	2.2333344572333536e-01	3.6006769120891617e-02	1.8732667660244373e-01	-7.5659953740776067e-02	-1.1166672286166666e-03	1.1445613040382693e-03	5.5011406073349819e-16	1.1445613040385442e-03	-1.1445613040379941e-03
34                      	2.2495630665492111e-01	1.1136352008909407e-01	1.1359278656582705e-01	2.2292664767330167e-01	3.6240065398580532e-02	1.8668658227472112e-01	-7.5223258438070303e-02	-1.1146332383664898e-03	1.1247815332749767e-03	5.4936673779971664e-16	1.1247815332752515e-03	-1.1247815332747020e-03
35                      	2.2077535644508389e-01	1.0927491473869579e-01	1.1150044170638812e-01	2.2255269676923842e-01	3.6462400120229971e-02	1.8609029664900845e-01	-7.4813948264389238e-02	-1.1127634838461655e-03	1.1038767822257878e-03	5.4845445674406916e-16	1.1038767822260621e-03	-1.1038767822255137e-03
36                      	2.1631502735332614e-01	1.0704647873205025e-01	1.0926854862127587e-01	2.2220698892256696e-01	3.6661285077982421e-02	1.8554570384458455e-01	-7.4442209383301053e-02	-1.1110349446128119e-03	1.0815751367669994e-03	5.4702955970254601e-16	1.0815751367672728e-03	-1.0815751367667260e-03
37                      	2.1150450057365117e-01	1.0464291603339920e-01	1.0686158454025196e-01	2.2186685068528000e-01	3.6813425111945283e-02	1.8505342557333471e-01	-7.4120000230694733e-02	-1.1093342534263832e-03	1.0575225028686252e-03	5.4467247868939061e-16	1.0575225028688975e-03	-1.0575225028683528e-03
38                      	2.0626865559113253e-01	1.0202673901478156e-01	1.0424191657635096e-01	2.2151775615694416e-01	3.6902516709344926e-02	1.8461523944759925e-01	-7.3856361369127155e-02	-1.1075887807847024e-03	1.0313432779560296e-03	5.4171701235684807e-16	1.0313432779563007e-03	-1.0313432779557588e-03
39                      	2.0056191706144932e-01	9.9175231954646309e-02	1.0138668510680300e-01	2.2114531521567224e-01	3.6915569804078743e-02	1.8422974541159351e-01	-7.3657087803757376e-02	-1.1057265760783465e-03	1.0028095853076156e-03	5.3788655067849717e-16	1.0028095853078847e-03	-1.0028095853073468e-03
40                      	1.9437294404851979e-01	9.6082772740992750e-02	9.8290171307527041e-02	2.2073985665343282e-01	3.6844203401213027e-02	1.8389565325221979e-01	-7.3525724925503397e-02	-1.1036992832671383e-03	9.7186472024296425e-04	5.3359272971522058e-16	9.7186472024323107e-04	-9.7186472024269742e-04
41                      	1.8776312577495874e-01	9.2780082262504129e-02	9.4983043512454596e-02	2.2029612499505058e-01	3.6687298746011544e-02	1.8360882624903904e-01	-7.3460763751513752e-02	-1.1014806249752291e-03	9.3881562887515710e-04	5.2856216912967901e-16	9.3881562887542143e-04	-9.3881562887489288e-04
42                      	1.8083627801890390e-01	8.9319064376998353e-02	9.1517213641905529e-02	2.1981492649072126e-01	3.6452116350014177e-02	1.8336281014070707e-01	-7.3455346895346454e-02	-1.0990746324535891e-03	9.0418139009488467e-04	5.2329739975347832e-16	9.0418139009514628e-04	-9.0418139009462305e-04
43                      	1.7374999425470844e-01	8.5778479117605957e-02	8.7971515137102496e-02	2.1930360194965678e-01	3.6151652542118266e-02	1.8315194940753854e-01	-7.3500148432710119e-02	-1.0965180097482665e-03	8.6874997127390423e-04	5.1772483312454402e-16	8.6874997127416303e-04	-8.6874997127364532e-04
44                      	1.6665028752390129e-01	8.2231257686343248e-02	8.4419029837558029e-02	2.1877721512148127e-01	3.5802148941322678e-02	1.8297506618015857e-01	-7.3586458619417955e-02	-1.0938860756073894e-03	8.3325143761986767e-04	5.1202140002697434e-16	8.3325143762012365e-04	-8.3325143761961158e-04
45                      	1.5971879137744077e-01	7.8768142999316018e-02	8.0950648378124768e-02	2.1825053788087947e-01	3.5421922138398412e-02	1.8282861574248105e-01	-7.3703346802041325e-02	-1.0912526894043676e-03	7.9859395688756224e-04	5.0624953212817325e-16	7.9859395688781530e-04	-7.9859395688730908e-04
46                      	1.5326501259163353e-01	7.5543700106485881e-02	7.7721312485147645e-02	2.1776123786618073e-01	3.5041732643608887e-02	1.8271950522257185e-01	-7.3838886289481473e-02	-1.0888061893308846e-03	7.6632506295852229e-04	5.0049634471545414e-16	7.6632506295877252e-04	-7.6632506295827216e-04
47                      	1.4689286420847045e-01	7.2360105246068576e-02	7.4532758962401871e-02	2.1726537163333215e-01	3.4630085794700283e-02	1.8263528583863187e-01	-7.4002600021965792e-02	-1.0863268581666429e-03	7.3446432104270619e-04	4.9509832570570629e-16	7.3446432104295372e-04	-7.3446432104245867e-04
48                      	1.4112102318806524e-01	6.9476408893895669e-02	7.1644614294169545e-02	2.1682054002739173e-01	3.4232975496981871e-02	1.8258756453040983e-01	-7.4177294516713996e-02	-1.0841027001369378e-03	7.0560511594067892e-04	4.8983121554690434e-16	7.0560511594092384e-04	-7.0560511594043400e-04
49                      	1.3553490183900443e-01	6.6685558615714735e-02	6.8849343223289700e-02	2.1637846075749959e-01	3.3811961803554516e-02	1.8256649895394508e-01	-7.4377268575195277e-02	-1.0818923037874872e-03	6.7767450919537018e-04	4.8542551089350547e-16	6.7767450919561294e-04	-6.7767450919512754e-04
50                      	1.3061372032629126e-01	6.4226887274192679e-02	6.6386833052098582e-02	2.1599457779059289e-01	3.3411070323831144e-02	1.8258350746676175e-01	-7.4586218571465301e-02	-1.0799728889529471e-03	6.5306860163180441e-04	4.8125716759130875e-16	6.5306860163204499e-04	-6.5306860163156382e-04
51                      	1.2610562064380776e-01	6.1974655618080063e-02	6.4130965025727710e-02	2.1563094076476763e-01	3.2999989819204927e-02	1.8263095094556273e-01	-7.4815480563178896e-02	-1.0781547038238243e-03	6.3052810321938648e-04	4.7803734140271367e-16	6.3052810321962555e-04	-6.3052810321914741e-04
52                      	1.2219818099788489e-01	6.0022525217450218e-02	6.2175655780434672e-02	2.1531305629844669e-01	3.2598838637985336e-02	1.8271421766046136e-01	-7.5057689511238007e-02	-1.0765652814922247e-03	6.1099090498977101e-04	4.7526721701794607e-16	6.1099090499000855e-04	-6.1099090498953335e-04
53                      	1.1894610714352771e-01	5.8397859494512414e-02	6.0548247649015299e-02	2.1503881545028949e-01	3.2203832076237941e-02	1.8283498337405155e-01	-7.5315575648906799e-02	-1.0751940772514412e-03	5.9473053571798139e-04	4.7292365522586846e-16	5.9473053571821785e-04	-5.9473053571774482e-04
54                      	1.1625625916164861e-01	5.7054087667147507e-02	5.9202171494501105e-02	2.1480838273536507e-01	3.1815193024631330e-02	1.8299318971073375e-01	-7.5588998343051203e-02	-1.0740419136767961e-03	5.8128129580858206e-04	4.7097161848369579e-16	5.8128129580881766e-04	-5.8128129580834657e-04
55                      	1.1418933619347446e-01	5.6021529812227772e-02	5.8167806381246689e-02	2.1462765690189609e-01	3.1433219662979912e-02	1.8319443723891615e-01	-7.5880608787968123e-02	-1.0731382845094617e-03	5.7094668096771095e-04	4.6895760888488345e-16	5.7094668096794546e-04	-5.7094668096747654e-04
56                      	1.1256472974838587e-01	5.5209922040769757e-02	5.7354807707616112e-02	2.1448856668463845e-01	3.1052813993938555e-02	1.8343575269069989e-01	-7.6191469348380669e-02	-1.0724428334231760e-03	5.6282364874226743e-04	4.6702227915728231e-16	5.6282364874250096e-04	-5.6282364874203400e-04
57                      	1.1134018505115416e-01	5.4598169829754011e-02	5.6742015221400148e-02	2.1438453916461625e-01	3.0664925010226864e-02	1.8371961415438937e-01	-7.6527344572081255e-02	-1.0719226958230640e-03	5.5670092525610614e-04	4.6443652756040056e-16	5.5670092525633838e-04	-5.5670092525587390e-04
58                      	1.1033990284443777e-01	5.4098232962009017e-02	5.6241669882428749e-02	2.1434369204197773e-01	3.0286521999087837e-02	1.8405717004288991e-01	-7.6885324021901028e-02	-1.0717184602098686e-03	5.5169951422252427e-04	4.6138679099370548e-16	5.5169951422275498e-04	-5.5169951422229355e-04
59                      	1.0961481674266638e-01	5.3735532035599373e-02	5.5879284707066997e-02	2.1437526714676625e-01	2.9929785700734787e-02	1.8444548144603146e-01	-7.7257847872648333e-02	-1.0718763357338099e-03	5.4807408371366410e-04	4.5751630811243153e-16	5.4807408371389287e-04	-5.4807408371343534e-04
60                      	1.0903130086396078e-01	5.3443301689430081e-02	5.5587999174530701e-02	2.1446974851006581e-01	2.9582743389534830e-02	1.8488700512053100e-01	-7.7652130865498076e-02	-1.0723487425503143e-03	5.4515650432013739e-04	4.5280668634088167e-16	5.4515650432036377e-04	-5.4515650431991101e-04
61                      	1.0863157498272739e-01	5.3242651133431018e-02	5.5388923849296376e-02	2.1462727158653730e-01	2.9250723938464538e-02	1.8537654764807276e-01	-7.8062911854804115e-02	-1.0731363579326758e-03	5.4315787491397228e-04	4.4734360706555500e-16	5.4315787491419595e-04	-5.4315787491374860e-04
62                      	1.0828185410257736e-01	5.3066615486440677e-02	5.5215238616136683e-02	2.1486231296960515e-01	2.8939802200760534e-02	1.8592251076884461e-01	-7.8491354284042039e-02	-1.0743115648480079e-03	5.4140927051321954e-04	4.4116391265956190e-16	5.4140927051344006e-04	-5.4140927051299890e-04
63                      	1.0801612286712697e-01	5.2932232333935542e-02	5.5083890533191432e-02	2.1516581992559156e-01	2.8647030104860884e-02	1.8651878982073067e-01	-7.8935879857934890e-02	-1.0758290996279452e-03	5.4008061433597008e-04	4.3436966455829987e-16	5.4008061433618736e-04	-5.4008061433575292e-04
64                      	1.0770292621573405e-01	5.2773767813466405e-02	5.4929158402267642e-02	2.1553905888012587e-01	2.8370857641424295e-02	1.8716820123870159e-01	-7.9398671798638645e-02	-1.0776952944006187e-03	5.3851463107900527e-04	4.2778594328758269e-16	5.3851463107921918e-04	-5.3851463107879136e-04
65                      	1.0739334380583906e-01	5.2616814467586183e-02	5.4776529338252881e-02	2.1597148706667338e-01	2.8107407374929439e-02	1.8786407969174393e-01	-7.9878336158407254e-02	-1.0798574353333508e-03	5.3696671902953214e-04	4.2089837146099129e-16	5.3696671902974259e-04	-5.3696671902932170e-04
66                      	1.0697904424673141e-01	5.2407152077932048e-02	5.4571892168799353e-02	2.1647400908673436e-01	2.7863017478606124e-02	1.8861099160812822e-01	-8.0373987064761065e-02	-1.0823700454336571e-03	5.3489522123399539e-04	4.1364161682936218e-16	5.3489522123420226e-04	-5.3489522123378863e-04
67                      	1.0653390631081211e-01	5.2181760934195048e-02	5.4352145376617061e-02	2.1703844424220423e-01	2.7636530311574883e-02	1.8940191393062933e-01	-8.0882691809527230e-02	-1.0851922212110070e-03	5.3266953155439777e-04	4.0638836849779878e-16	5.3266953155460095e-04	-5.3266953155419448e-04
68                      	1.0596119374770958e-01	5.1892258653303144e-02	5.4068935094406433e-02	2.1766764411033160e-01	2.7427947375305069e-02	1.9023969673502653e-01	-8.1405874679860726e-02	-1.0883382205516478e-03	5.2980596873888875e-04	3.9964809465918354e-16	5.2980596873908857e-04	-5.2980596873868893e-04
69                      	1.0534649197104305e-01	5.1581494501864063e-02	5.3764997469178996e-02	2.1835029673149642e-01	2.7234275068108580e-02	1.9111602166338784e-01	-8.1940873297639633e-02	-1.0917514836574667e-03	5.2673245985555557e-04	3.9372249342682672e-16	5.2673245985575235e-04	-5.2673245985535868e-04
70                      	1.0457895015094225e-01	5.1194050746607461e-02	5.3384899404334787e-02	2.1908486577273831e-01	2.7055310038433020e-02	1.9202955573430530e-01	-8.2487122847936134e-02	-1.0954243288636624e-03	5.2289475075505023e-04	3.8897265551679688e-16	5.2289475075524474e-04	-5.2289475075485573e-04
71                      	1.0377086526179999e-01	5.0786094640892288e-02	5.2984770620907715e-02	2.1986759800154718e-01	2.6889718059404474e-02	1.9297787994214272e-01	-8.3044080941369114e-02	-1.0993379900077112e-03	5.1885432630933937e-04	3.8414230320483149e-16	5.1885432630953150e-04	-5.1885432630914736e-04
72                      	1.0282765756562408e-01	5.0310357310749287e-02	5.2517300254874791e-02	2.2069429441255442e-01	2.6734588501529932e-02	1.9395970591102449e-01	-8.3612558704747278e-02	-1.1034714720627543e-03	5.1413828782846042e-04	3.7932725767149367e-16	5.1413828782865005e-04	-5.1413828782827069e-04
73                      	1.0186878519879489e-01	4.9826625566728684e-02	5.2042159632066209e-02	2.2155340653375682e-01	2.6584467590227340e-02	1.9496893894352949e-01	-8.4192235676651073e-02	-1.1077670326687620e-03	5.0934392599431692e-04	3.7538255631765777e-16	5.0934392599450459e-04	-5.0934392599412924e-04
74                      	1.0081273587036770e-01	4.9294109427153607e-02	5.1518626443214088e-02	2.2245170160605190e-01	2.6445932825186015e-02	1.9600576878086590e-01	-8.4779917977839944e-02	-1.1122585080302410e-03	5.0406367935218086e-04	3.7183979443131075e-16	5.0406367935236680e-04	-5.0406367935199492e-04
75                      	9.9789140755719541e-02	4.8777694462924355e-02	5.1011446292795193e-02	2.2337518298708575e-01	2.6311895462836687e-02	1.9706328752424904e-01	-8.5375696030706175e-02	-1.1168759149354165e-03	4.9894570377893930e-04	3.6883795129081391e-16	4.9894570377912372e-04	-4.9894570377875488e-04
76                      	9.8711627318773268e-02	4.8234215262319899e-02	5.0477412056453369e-02	2.2431967941335121e-01	2.6185816831381162e-02	1.9813386258197002e-01	-8.5974022875294431e-02	-1.1215983970667407e-03	4.9355813659420779e-04	3.6660459144272842e-16	4.9355813659439113e-04	-4.9355813659402456e-04
77                      	9.7707382029547818e-02	4.7727276598455243e-02	4.9980105431092575e-02	2.2528288326373849e-01	2.6059201736190366e-02	1.9922368152754813e-01	-8.6582239895678884e-02	-1.1264144163186623e-03	4.8853691014807867e-04	3.6409854780250415e-16	4.8853691014826071e-04	-4.8853691014789664e-04
78                      	9.6690520785623402e-02	4.7213998632983145e-02	4.9476522152640270e-02	2.2625235196571733e-01	2.5937760275612398e-02	2.0031459169010493e-01	-8.7188415707246267e-02	-1.1312617598285650e-03	4.8345260392845704e-04	3.6247039033251466e-16	4.8345260392863826e-04	-4.8345260392827582e-04
79                      	9.5786162987669093e-02	4.6756947620348266e-02	4.9029215367320828e-02	2.2722677469725880e-01	2.5814865341576829e-02	2.0141190935568196e-01	-8.7798522007052571e-02	-1.1361338734862810e-03	4.7893081493868389e-04	3.6083260534303001e-16	4.7893081493886430e-04	-4.7893081493850353e-04
80                      	9.4898491805479254e-02	4.6308263356770969e-02	4.8590228448708285e-02	2.2819650919373596e-01	2.5693323500408236e-02	2.0250318569332770e-01	-8.8404931096459735e-02	-1.1409825459686588e-03	4.7449245902773338e-04	3.5978782898363242e-16	4.7449245902791325e-04	-4.7449245902755351e-04
81                      	9.4145439156723368e-02	4.5926902018349799e-02	4.8218537138373568e-02	2.2916351200238083e-01	2.5570468595702667e-02	2.0359304340667816e-01	-8.9011287405487749e-02	-1.1458175600118825e-03	4.7072719578395415e-04	3.5920537410144376e-16	4.7072719578413369e-04	-4.7072719578377455e-04
82                      	9.3430637541586037e-02	4.5564686290040776e-02	4.7865951251545261e-02	2.3012649615045264e-01	2.5449116268774524e-02	2.0467737988167811e-01	-8.9614131806451794e-02	-1.1506324807522450e-03	4.6715318770826618e-04	3.5906957986214193e-16	4.6715318770844567e-04	-4.6715318770808664e-04
83                      	9.2854605748957653e-02	4.5271981847237353e-02	4.7582623901720300e-02	2.3106420544829911e-01	2.5324124125627272e-02	2.0574008132267183e-01	-9.0207978598522282e-02	-1.1553210272414744e-03	4.6427302874512311e-04	3.6015486416061143e-16	4.6427302874530319e-04	-4.6427302874494308e-04
84                      	9.2297571453832467e-02	4.4988837062804946e-02	4.7308734391027521e-02	2.3198973282226071e-01	2.5194763475452454e-02	2.0679496934680824e-01	-9.0800102935677904e-02	-1.1599486641112851e-03	4.6148785726949406e-04	3.6167749522520938e-16	4.6148785726967485e-04	-4.6148785726931327e-04
85                      	9.1863482156110024e-02	4.4767350440541850e-02	4.7096131715568167e-02	2.3287812750263498e-01	2.5067428282851866e-02	2.0781069921978312e-01	-9.1371635468465634e-02	-1.1643906375131592e-03	4.5931741078088218e-04	3.6306072480373544e-16	4.5931741078106367e-04	-4.5931741078070057e-04
86                      	9.1433080197100502e-02	4.4547772080156797e-02	4.6885308116943698e-02	2.3375360367869305e-01	2.4933572194309830e-02	2.0882003148438322e-01	-9.1943229645036706e-02	-1.1687680183934505e-03	4.5716540098583226e-04	3.6372136904052423e-16	4.5716540098601413e-04	-4.5716540098565044e-04
87                      	9.1107223932258757e-02	4.4380750160318651e-02	4.6726473771940100e-02	2.3457236116214639e-01	2.4801046080472334e-02	2.0977131508167404e-01	-9.2485134500600849e-02	-1.1728618058107231e-03	4.5553611966161979e-04	3.6575704402598633e-16	4.5553611966180264e-04	-4.5553611966143694e-04
88                      	9.0773297991977558e-02	4.4209724726871791e-02	4.6563573265105768e-02	2.3538485382340110e-01	2.4665430787444487e-02	2.1071942303595662e-01	-9.3026996124256064e-02	-1.1769242691169854e-03	4.5386648996021371e-04	3.6751968620485661e-16	4.5386648996039748e-04	-4.5386648996002999e-04
89                      	9.0528341555355593e-02	4.4083524582570345e-02	4.6444816972785255e-02	2.3612923902149471e-01	2.4536057059431345e-02	2.1159318196206336e-01	-9.3528562451316008e-02	-1.1806461951074543e-03	4.5264170777710162e-04	3.6834275941732646e-16	4.5264170777728583e-04	-4.5264170777691747e-04
90                      	9.0252314092511970e-02	4.3941751675427486e-02	4.6310562417084485e-02	2.3688107416570411e-01	2.4408789207632647e-02	2.1247228495807144e-01	-9.4031747875219396e-02	-1.1844053708285002e-03	4.5126157046288082e-04	3.6833224656379240e-16	4.5126157046306503e-04	-4.5126157046269667e-04
91                      	9.0039603766944726e-02	4.3831999535922553e-02	4.6207604231022187e-02	2.3756046950996451e-01	2.4296425043259899e-02	2.1326404446670461e-01	-9.4483809711722350e-02	-1.1878023475498170e-03	4.5019801883504357e-04	3.6760864623617168e-16	4.5019801883522739e-04	-4.5019801883485974e-04
92                      	8.9780251644727777e-02	4.3698917867115050e-02	4.6081333777612726e-02	2.3824159104977088e-01	2.4184595380431443e-02	2.1405699566933942e-01	-9.4936200144454003e-02	-1.1912079552488380e-03	4.4890125822395608e-04	3.6560182301857032e-16	4.4890125822413888e-04	-4.4890125822377329e-04
93                      	8.9573570005907807e-02	4.3592533103175291e-02	4.5981036902732517e-02	2.3885037995572816e-01	2.4089991024663512e-02	2.1476038893106467e-01	-9.5335198953200570e-02	-1.1942518997786181e-03	4.4786785002985484e-04	3.6312062752246001e-16	4.4786785003003639e-04	-4.4786785002967329e-04
94                      	8.9317427475518796e-02	4.3461397292010373e-02	4.5856030183508416e-02	2.3946328914980630e-01	2.4002527088182651e-02	2.1546076206162365e-01	-9.5729117486720500e-02	-1.1973164457490192e-03	4.4658713737790904e-04	3.6030246763302567e-16	4.4658713737808924e-04	-4.4658713737772890e-04
95                      	8.9098754337920971e-02	4.3349308845431103e-02	4.5749445492489861e-02	2.4001366470587865e-01	2.3935165247159346e-02	2.1607849945871932e-01	-9.6071667105779981e-02	-1.2000683235293803e-03	4.4549377168991730e-04	3.5600829748151980e-16	4.4549377169009527e-04	-4.4549377168973928e-04
96                      	8.8814076895603916e-02	4.3204223383309481e-02	4.5609853512294435e-02	2.4056301289849916e-01	2.3876816423218771e-02	2.1668619647528037e-01	-9.6404690026030804e-02	-1.2028150644924781e-03	4.4407038447832913e-04	3.5040051233093635e-16	4.4407038447850429e-04	-4.4407038447815393e-04
97                      	8.8569129603409916e-02	4.3079287218681699e-02	4.5489842384728217e-02	2.4105551660465821e-01	2.3838726748733188e-02	2.1721678985592502e-01	-9.6689031553595914e-02	-1.2052775830232619e-03	4.4284564801735791e-04	3.4439442427234894e-16	4.4284564801753008e-04	-4.4284564801718568e-04
98                      	8.8263428032613181e-02	4.2924003871929260e-02	4.5339424160683928e-02	2.4154202887547305e-01	2.3814787329363128e-02	2.1772724154610995e-01	-9.6956227108373400e-02	-1.2077101443773344e-03	4.4131714016337509e-04	3.3740252530320871e-16	4.4131714016354379e-04	-4.4131714016320639e-04
99                      	8.8010520782744378e-02	4.2795328257021537e-02	4.5215192525722835e-02	2.4198642687013394e-01	2.3813297640259728e-02	2.1817312922987420e-01	-9.7179915794807253e-02	-1.2099321343506453e-03	4.4005260391402699e-04	3.3006610940775239e-16	4.4005260391419200e-04	-4.4005260391386197e-04
